psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,input_channels,deepsupervision,residual,num_of_layers,features,rain_type
25.31013951789676,31.61558823397087,0.8223717473284258,0.9434342926911512,0,20,resgan8,3,0,1,1,1,3,1,1,17,64,1
19.5051427964002,24.237052160378415,0.671021215523172,0.8410711286125232,1,20,resgan8,3,0,1,1,1,3,1,1,17,64,1
19.45668738791334,23.470040502434294,0.7808577988101427,0.86314736545007,2,20,resgan8,3,0,1,1,1,3,1,1,17,64,1
26.497308365928625,30.915675050017036,0.870668897255702,0.9347817649824445,3,20,resgan8,3,0,1,1,1,3,1,1,17,64,1
25.31013951789676,32.37787434694888,0.8223717473284258,0.9514972053169877,0,30,resgan8,3,0,1,1,1,3,1,1,17,64,1
19.5051427964002,24.71865009344527,0.671021215523172,0.8592562908276268,1,30,resgan8,3,0,1,1,1,3,1,1,17,64,1
19.45668738791334,22.7193362419831,0.7808577988101427,0.8490211772776274,2,30,resgan8,3,0,1,1,1,3,1,1,17,64,1
26.497308365928625,30.698470984342435,0.870668897255702,0.9327460084517304,3,30,resgan8,3,0,1,1,1,3,1,1,17,64,1
25.31013951789676,31.69859316258062,0.8223717473284258,0.944893524558181,0,40,resgan8,3,0,1,1,1,3,1,1,17,64,1
19.5051427964002,23.16094084496172,0.671021215523172,0.8131201070623372,1,40,resgan8,3,0,1,1,1,3,1,1,17,64,1
19.45668738791334,23.839038649551693,0.7808577988101427,0.872169205956084,2,40,resgan8,3,0,1,1,1,3,1,1,17,64,1
26.497308365928625,31.002421031082473,0.870668897255702,0.9353190516792497,3,40,resgan8,3,0,1,1,1,3,1,1,17,64,1
